cluster,repo_id,subjects,topics,combinations
3,52108209,"['babel', 'application', 'stack', 'electron']","['babel', 'application', 'stack', 'electron']",['css html']
32,10754899,"['visual', 'studio']","['visual', 'studio']",['css html javascript']
4,16738734,['interesting'],['interesting'],['c++ makefile']
42,43702460,"['express', 'middleware', 'enable', 'distribution']","['express', 'middleware', 'enable', 'distribution']",['css html']
32,26618636,"['popover', 'mimic', 'facebook', 'popover']","['popover', 'mimic', 'facebook', 'popover']",['ruby shell']
32,56228480,"['portfolio', 'material', 'module']","['portfolio', 'material', 'module']",['html javascript shell']
49,8535507,['github'],['github'],['ruby shell']
4,4461387,"['project', 'style', 'sheet', 'webpage', 'style']","['project', 'style', 'sheet', 'webpage', 'style']",['css html']
13,1006211,"['example', 'opengl']","['example', 'opengl']",['objective-c python']
4,19444722,"['symbol', 'template', 'sketch']","['symbol', 'template', 'sketch']",['css html']
37,3961510,['readable'],['readable'],['makefile shell']
4,4449421,"['simple', 'elasticsearch', 'cluster']","['simple', 'elasticsearch', 'cluster']",['html ruby']
32,12907373,"['deploy', 'wordpress', 'multiple', 'environment']","['deploy', 'wordpress', 'multiple', 'environment']",['python shell']
3,23362024,"['application', 'starter']","['application', 'starter']",['css html']
20,2882084,['navigation'],['navigation'],['objective-c python']
42,68173572,"['private', 'checker', 'iosapi', 'developer', 'private', 'usage']","['private', 'checker', 'iosapi', 'developer', 'private', 'usage']",['css html javascript']
8,13195670,"['duitang', 'waterfall']","['duitang', 'waterfall']",['css javascript']
4,1436022,[],[],['ruby shell']
32,14753974,"['relational', 'database', 'sensor']","['relational', 'database', 'sensor']",['c++ makefile']
8,29219178,"['customizable', 'input', 'progressive', 'sense']","['customizable', 'input', 'progressive', 'sense']",['css html']
41,18474032,"['evernote', 'replacement']","['evernote', 'replacement']",['css html javascript']
12,26367122,"['generate', 'interactive', 'specificity', 'graph']","['generate', 'interactive', 'specificity', 'graph']",['css html']
42,18825519,"['reactive', 'runner']","['reactive', 'runner']",['html shell']
47,12532579,"['training', 'course', 'repository']","['training', 'course', 'repository']",['css html']
42,7889906,['angular'],['angular'],['ruby shell']
18,8281428,"['simple', 'jquery', 'plugin', 'tumblr', 'photoset']","['simple', 'jquery', 'plugin', 'tumblr', 'photoset']",['css html']
2,7856950,"['video', 'connection']","['video', 'connection']",['css makefile']
28,28422398,['scalable'],['scalable'],['css html']
13,20577539,['example'],['example'],['css html']
22,7702237,"['chrome', 'client']","['chrome', 'client']",['html javascript']
42,3845165,"['modular', 'content']","['modular', 'content']",['css html']
20,459445,['basho'],['basho'],['html javascript']
42,33804495,"['regardless', 'current', 'position', 'component']","['regardless', 'current', 'position', 'component']",['javascript ruby']
9,24428258,"['responsive', 'design']","['responsive', 'design']",['css javascript']
32,40136453,"['frontend', 'engineering', 'solution']","['frontend', 'engineering', 'solution']",['html ruby']
19,22595342,"['objective', 'quickcheck', 'apple', 'platform']","['objective', 'quickcheck', 'apple', 'platform']",['ruby shell']
4,1337975,"['template', 'whatthefuckismymashup', 'style']","['template', 'whatthefuckismymashup', 'style']",['css html']
18,20896537,"['plugin', 'jquery', 'mobile', 'interface', 'precious', 'space']","['plugin', 'jquery', 'mobile', 'interface', 'precious', 'space']",['html shell']
32,9332047,"['supercharge', 'jekyll', 'development', 'yeoman', 'jekyllrb']","['supercharge', 'jekyll', 'development', 'yeoman', 'jekyllrb']",['html ruby']
42,6630249,"['vague', 'experimental', 'script', 'element', 'thanks', 'filter']","['vague', 'experimental', 'script', 'element', 'thanks', 'filter']",['css html']
8,3516232,"['markdown', 'support']","['markdown', 'support']",['css html javascript']
42,2469105,"['ecmascript', 'runtime']","['ecmascript', 'runtime']",['css javascript shell']
29,8688833,"['source', 'visualization', 'cookbook']","['source', 'visualization', 'cookbook']",['css html shell']
4,9502094,"['brass', 'buckle', 'underscore', 'utility']","['brass', 'buckle', 'underscore', 'utility']",['css html']
18,188029,['plugin'],['plugin'],['perl shell']
20,1640662,"['efficient', 'implementation', 'pattern', 'detection']","['efficient', 'implementation', 'pattern', 'detection']",['c python']
39,363020,['elegance'],['elegance'],['html python shell']
16,3648889,"['android', 'image', 'filter']","['android', 'image', 'filter']",['c makefile']
32,1683042,"['automatic', 'sprite', 'generator']","['automatic', 'sprite', 'generator']",['css html']
43,4950433,['whole'],['whole'],['css html']
34,55813505,['lambda'],['lambda'],['css shell']
8,56141217,"['interactive', 'concept', 'sidebar', 'search', 'indicator']","['interactive', 'concept', 'sidebar', 'search', 'indicator']",['css javascript']
42,1067731,"['detexify', 'backend']","['detexify', 'backend']",['ruby shell']
44,46297702,"['neural', 'network']","['neural', 'network']",['python shell']
27,72101379,['injection'],['injection'],['c python']
16,75743317,"['native', 'android']","['native', 'android']",['objective-c python']
42,37074194,"['dynamic', 'component', 'styling', 'native', 'powerful', 'mixins', 'developer']","['dynamic', 'component', 'styling', 'native', 'powerful', 'mixins', 'developer']",['html shell']
2,55025617,"['window', 'individual']","['window', 'individual']",['css html makefile']
18,17949339,"['xcode', 'plugin', 'implement', 'cocoapods']","['xcode', 'plugin', 'implement', 'cocoapods']",['c makefile shell']
32,55939625,"['operation', 'interface', 'addons', 'package']","['operation', 'interface', 'addons', 'package']",['css html']
7,10775769,['source'],['source'],['css html javascript']
3,6971467,"['apple', 'project']","['apple', 'project']",['objective-c python']
32,3972432,"['progressbar', 'interaction', 'twitter', 'bootstrap']","['progressbar', 'interaction', 'twitter', 'bootstrap']",['javascript ruby']
8,16324951,"['injects', 'legal', 'procedure']","['injects', 'legal', 'procedure']",['css html']
4,65147981,['sudoku'],['sudoku'],['objective-c python']
8,41119267,"['recognition', 'controller', 'stack']","['recognition', 'controller', 'stack']",['c ruby']
8,3275365,"['experimental', 'protocol', 'version']","['experimental', 'protocol', 'version']",['html makefile python shell']
2,21007577,"['librecrypt', 'transparent', 'encryption', 'window', 'compatible']","['librecrypt', 'transparent', 'encryption', 'window', 'compatible']",['html javascript shell']
3,8100874,"['generic', 'django', 'project', 'application']","['generic', 'django', 'project', 'application']",['html makefile shell']
8,65423343,"['replay', 'session']","['replay', 'session']",['css html']
4,6523907,['annotation'],['annotation'],['ruby shell']
8,31328023,"['diagnostics', 'adapter', 'standalone', 'diagnose', 'remote', 'debug', 'protocol']","['diagnostics', 'adapter', 'standalone', 'diagnose', 'remote', 'debug', 'protocol']",['c objective-c']
19,11632485,"['embeddable', 'cross', 'platform']","['embeddable', 'cross', 'platform']",['css html shell']
32,52130863,"['unique', 'feature']","['unique', 'feature']",['html python']
4,5150164,"['skype', 'external', 'service']","['skype', 'external', 'service']",['ruby shell']
17,37391782,"['image', 'github']","['image', 'github']",['css html']
42,39698188,"['experimental', 'multicore']","['experimental', 'multicore']",['html makefile shell']
32,479185,"['ultimate', 'configuration', 'development', 'github']","['ultimate', 'configuration', 'development', 'github']",['makefile shell']
31,58493270,"['recurrent', 'network', 'library']","['recurrent', 'network', 'library']",['python shell']
42,381567,"['message', 'queue']","['message', 'queue']",['html javascript shell']
29,55000511,"['source', 'software']","['source', 'software']",['html makefile']
22,45035032,"['soundcloud', 'client']","['soundcloud', 'client']",['ruby shell']
32,6277156,"['universal', 'styleguide', 'generator', 'styleguide', 'generation', 'development', 'workflow']","['universal', 'styleguide', 'generator', 'styleguide', 'generation', 'development', 'workflow']",['css javascript']
32,26141969,"['polymer', 'version', 'gmail']","['polymer', 'version', 'gmail']",['javascript shell']
31,45233799,"['library', 'admin', 'panel', 'website']","['library', 'admin', 'panel', 'website']",['css html makefile']
42,27195674,"['semantic', 'angular', 'integration']","['semantic', 'angular', 'integration']",['html javascript']
4,22556491,"['performance', 'micha', 'gorelick', 'ozsvald']","['performance', 'micha', 'gorelick', 'ozsvald']",['c makefile shell']
26,1417595,['binding'],['binding'],['objective-c shell']
4,58145441,"['multi', 'region', 'value', 'store', 'infrastructure', 'secret']","['multi', 'region', 'value', 'store', 'infrastructure', 'secret']",['makefile shell']
5,1096806,"['level', 'visualisation']","['level', 'visualisation']",['css html']
4,33272344,"['legacy', 'github', 'kolide', 'envdb', 'environment', 'question']","['legacy', 'github', 'kolide', 'envdb', 'environment', 'question']",['html makefile shell']
42,14777116,"['macos', 'usage']","['macos', 'usage']",['c c++']
36,6366792,['basic'],['basic'],['c++ makefile shell']
42,42329478,"['peinjector', 'infector']","['peinjector', 'infector']",['html python shell']
42,24706394,"['personal', 'assistant']","['personal', 'assistant']",['css html']
4,36597340,"['configure', 'touch', 'passcode']","['configure', 'touch', 'passcode']",['ruby shell']
3,223355,"['project', 'location', 'github']","['project', 'location', 'github']",['css html javascript']
4,14675035,['medium'],['medium'],['css html']
32,1467205,"['selenium', 'webdriver']","['selenium', 'webdriver']",['ruby shell']
18,6921935,"['jquery', 'plugin', 'select', 'input']","['jquery', 'plugin', 'select', 'input']",['css javascript']
3,62612061,"['detect', 'memory', 'project']","['detect', 'memory', 'project']",['ruby shell']
24,3076058,['simple'],['simple'],['css html javascript']
20,20541039,"['framework', 'local', 'model', 'landmark', 'detection', 'algorithm']","['framework', 'local', 'model', 'landmark', 'detection', 'algorithm']",['html makefile python shell']
42,24005697,"['spectacular', 'thing']","['spectacular', 'thing']",['html ruby']
6,3920411,"['reverse', 'engineering', 'framework']","['reverse', 'engineering', 'framework']",['c++ shell']
6,18411790,"['commerce', 'component']","['commerce', 'component']",['javascript shell']
19,19634181,"['cross', 'platform', 'webshell']","['cross', 'platform', 'webshell']",['python shell']
9,9638596,['responsive'],['responsive'],['css html']
8,55517633,"['photo', 'support']","['photo', 'support']",['css html']
32,5833115,"['hierarchical', 'profiler']","['hierarchical', 'profiler']",['css javascript']
32,56661818,"['facebook', 'clone']","['facebook', 'clone']",['css html makefile']
42,22457583,"['angular', 'directive']","['angular', 'directive']",['css html']
12,14928022,"['interactive', 'debugger']","['interactive', 'debugger']",['ruby shell']
4,13485812,"['source', 'opengl', 'supebible', 'edition', 'example']","['source', 'opengl', 'supebible', 'edition', 'example']",['objective-c shell']
42,17977082,"['front', 'developer', 'quality', 'grunt', 'phantomas']","['front', 'developer', 'quality', 'grunt', 'phantomas']",['css html']
49,3940209,['github'],['github'],['javascript ruby']
16,21762431,"['linux', 'native', 'process', 'android', 'bridge']","['linux', 'native', 'process', 'android', 'bridge']",['c++ makefile']
44,9990694,"['network', 'daemon']","['network', 'daemon']",['c++ python']
20,26180502,"['multiplayer', 'party']","['multiplayer', 'party']",['html makefile python shell']
4,18905098,"['collaborative', 'virtual', 'machine']","['collaborative', 'virtual', 'machine']",['css html makefile']
4,3457432,"['kernel', 'driver', 'external', 'drive', 'smart']","['kernel', 'driver', 'external', 'drive', 'smart']",['c makefile shell']
32,487655,"['tokyo', 'cabinet', 'objective', 'object']","['tokyo', 'cabinet', 'objective', 'object']",['c++ objective-c']
1,1541398,['modern'],['modern'],['html makefile shell']
4,28558522,"['hacker', 'front']","['hacker', 'front']",['css html']
3,9120707,"['install', 'application', 'homebrew']","['install', 'application', 'homebrew']",['html shell']
4,21660776,"['browser', 'editor', 'google', 'drive']","['browser', 'editor', 'google', 'drive']",['css html shell']
13,32798533,"['spring', 'example']","['spring', 'example']",['css javascript']
8,63034473,"['minimal', 'boilerplate', 'firebase', 'website']","['minimal', 'boilerplate', 'firebase', 'website']",['css html']
0,14608806,"['reactive', 'socket', 'middleware']","['reactive', 'socket', 'middleware']",['batchfile shell']
32,17617637,"['yeoman', 'generator', 'facebook', 'famous', 'official', 'twitter', 'bootstrap', 'version']","['yeoman', 'generator', 'facebook', 'famous', 'official', 'twitter', 'bootstrap', 'version']",['css html']
42,31679286,"['visualizer', 'debugger', 'reactive', 'stream']","['visualizer', 'debugger', 'reactive', 'stream']",['javascript makefile']
32,14263361,"['application', 'network', 'storage', 'visual', 'representation']","['application', 'network', 'storage', 'visual', 'representation']",['c c++']
42,16181515,"['legacy', 'privacy', 'badger']","['legacy', 'privacy', 'badger']",['html makefile python shell']
32,48772800,['portfolio'],['portfolio'],['javascript ruby']
32,12657117,"['development', 'environment', 'boxen', 'kitchenplan']","['development', 'environment', 'boxen', 'kitchenplan']",['makefile shell']
8,3047127,['standard'],['standard'],['c shell']
32,64179654,"['desktop', 'version', 'script']","['desktop', 'version', 'script']",['css html javascript']
4,5928014,"['leaflet', 'label', 'marker', 'shape']","['leaflet', 'label', 'marker', 'shape']",['css html']
18,2788242,"['jquery', 'plugin', 'jquery', 'cycle', 'plugin', 'fullscreen', 'background', 'slideshow']","['jquery', 'plugin', 'jquery', 'cycle', 'plugin', 'fullscreen', 'background', 'slideshow']",['css html']
42,15852236,"['simple', 'application', 'mongodb', 'creates', 'beautiful', 'minimalistic', 'template']","['simple', 'application', 'mongodb', 'creates', 'beautiful', 'minimalistic', 'template']",['css html']
4,25520889,"['yangyang', 'setting']","['yangyang', 'setting']",['javascript shell']
3,16629453,"['small', 'project', 'quick', 'prototype']","['small', 'project', 'quick', 'prototype']",['html javascript shell']
18,5534310,"['wordpress', 'plugin', 'skeleton', 'pattern']","['wordpress', 'plugin', 'skeleton', 'pattern']",['css javascript']
18,1041741,"['simple', 'plugin']","['simple', 'plugin']",['css html javascript']
42,28164672,"['torrent', 'index', 'backup']","['torrent', 'index', 'backup']",['css html makefile']
32,20228453,"['maverix', 'bootstrap', 'theme', 'angularjs', 'boilerplate']","['maverix', 'bootstrap', 'theme', 'angularjs', 'boilerplate']",['css javascript']
8,48401323,"['mirror', 'mirror', 'capable', 'programmer']","['mirror', 'mirror', 'capable', 'programmer']",['css html javascript']
8,5770334,"['experimental', 'scroll', 'behavior']","['experimental', 'scroll', 'behavior']",['css html']
4,57255972,"['processing', 'technique', 'computer', 'graphic', 'siggraph']","['processing', 'technique', 'computer', 'graphic', 'siggraph']",['c makefile shell']
32,5148035,"['cocktail', 'backbone']","['cocktail', 'backbone']",['css html']
4,4800959,"['thinktecture', 'identityserver', 'light', 'weight', 'security', 'token', 'service']","['thinktecture', 'identityserver', 'light', 'weight', 'security', 'token', 'service']",['css html javascript']
18,269705,"['simple', 'plugin', 'field', 'label', 'support', 'label', 'entry']","['simple', 'plugin', 'field', 'label', 'support', 'label', 'entry']",['css html']
38,56086693,['shadowsocks'],['shadowsocks'],['html makefile python shell']
40,38887351,['scroll'],['scroll'],['html makefile python shell']
32,31899686,"['extraction', 'wikipedia']","['extraction', 'wikipedia']",['html makefile shell']
42,7061746,"['native', 'markdown']","['native', 'markdown']",['makefile ruby']
4,63210839,"['emulator', 'jailbreak']","['emulator', 'jailbreak']",['javascript ruby']
42,13392036,"['angular', 'provider', 'progress']","['angular', 'provider', 'progress']",['css javascript']
