combo_id,combination,count,distribution,language_used
691,batchfile c# f# powershell shell,3,0.0,5
692,batchfile java python shell,3,0.0,4
693,c c++ python qmake,3,0.0,4
694,html java lex,3,0.0,3
695,c c++ cmake glsl shell,3,0.0,5
696,css html javascript makefile php,3,0.0,5
697,css dockerfile javascript python shell,3,0.0,5
698,c makefile perl shell,3,0.0,4
699,html java makefile scala shell,3,0.0,5
700,javascript php python,3,0.0,3
701,c go python shell,3,0.0,4
702,c c++ cmake perl python,3,0.0,5
703,batchfile html makefile python shell,3,0.0,5
704,c c++ objective-c perl,3,0.0,4
705,c perl python shell,3,0.0,4
706,css javascript php python shell,3,0.0,5
707,java javascript python shell,3,0.0,4
708,css java javascript python shell,3,0.0,5
709,c# java objective-c,3,0.0,3
710,c cmake m4 shell,3,0.0,4
711,c cmake m4 makefile shell,3,0.0,5
712,batchfile html java shell xslt,3,0.0,5
713,java logos,3,0.0,2
714,c c++ cmake perl shell,3,0.0,5
715,css dockerfile html javascript php,3,0.0,5
716,c c++ objective-c++,3,0.0,3
717,c c++ qmake,3,0.0,3
718,kotlin shell,3,0.0,2
719,c roff shell,3,0.0,3
720,batchfile c++ cmake,3,0.0,3
721,assembly python,3,0.0,2
722,groovy java tsql,3,0.0,3
723,c++ rust,3,0.0,2
724,html java makefile shell,3,0.0,4
725,css javascript php xslt,3,0.0,4
726,c python roff shell,3,0.0,4
727,go html makefile,3,0.0,3
728,dockerfile java python shell,3,0.0,4
729,css java javascript tsql,3,0.0,4
730,c++ cmake java shell,3,0.0,4
731,c c++ perl python shell,3,0.0,5
732,css html javascript perl,3,0.0,4
733,html javascript objective-c swift,3,0.0,4
734,lua shell,3,0.0,2
735,c++ qmake shell,3,0.0,3
736,java javascript objective-c shell,3,0.0,4
737,java rich text format,3,0.0,4
738,javascript php smarty,3,0.0,3
739,css javascript php smarty,3,0.0,4
740,c cmake makefile python,3,0.0,4
741,javascript perl,3,0.0,2
742,c# smalltalk,3,0.0,2
743,c++ makefile shell,3,0.0,3
744,c++ tex,3,0.0,2
745,c++ python tex,3,0.0,3
746,css javascript php shell tsql,3,0.0,5
747,css html java javascript php,3,0.0,5
748,html java php,3,0.0,3
749,css java javascript php,3,0.0,4
750,c c++ qmake shell,3,0.0,4
751,html java javascript php python,3,0.0,5
752,c c++ emacs lisp,3,0.0,4
753,dockerfile java shell,3,0.0,3
754,batchfile c++,3,0.0,2
755,jupyter notebook makefile python,3,0.0,4
756,python vue,3,0.0,2
757,objective-c objective-c++ swift,3,0.0,3
758,c c++ cmake m4,3,0.0,4
759,c++ jupyter notebook,3,0.0,3
760,c c++ cmake python xslt,3,0.0,5
761,batchfile php shell,3,0.0,3
762,c tsql,3,0.0,2
763,c# shaderlab,3,0.0,2
764,css html java ruby,3,0.0,4
765,css javascript php shell xslt,3,0.0,5
766,c scheme,3,0.0,2
767,c emacs lisp,3,0.0,3
768,groovy html java shell,3,0.0,4
769,c c++ m4 objective-c objective-c++,3,0.0,5
770,c c++ r,3,0.0,3
771,c# hlsl,3,0.0,2
772,html javascript typescript vue,2,0.0,4
773,css html javascript typescript vue,2,0.0,5
774,css html javascript powershell shell,2,0.0,5
775,c++ typescript,2,0.0,2
776,c++ javascript typescript,2,0.0,3
777,html javascript php shell,2,0.0,4
778,powershell typescript,2,0.0,2
779,dockerfile javascript powershell typescript,2,0.0,4
780,go powershell shell,2,0.0,3
781,javascript webassembly,2,0.0,2
782,css javascript webassembly,2,0.0,3
783,css html javascript webassembly,2,0.0,4
784,c# javascript shell,2,0.0,3
785,c javascript python shell,2,0.0,4
786,javascript python rust,2,0.0,3
787,c c++ cmake java python,2,0.0,5
788,c# powershell python shell,2,0.0,4
789,makefile powershell python,2,0.0,3
790,go html python shell,2,0.0,4
791,c objective-c tcl,2,0.0,3
792,c c# c++ java objective-c,2,0.0,5
793,css javascript objective-c,2,0.0,3
794,javascript makefile shell typescript,2,0.0,4
795,go groovy python shell,2,0.0,4
796,c c++ cmake java shell,2,0.0,5
797,css html javascript xslt,2,0.0,4
798,c++ cuda python,2,0.0,3
799,go javascript typescript,2,0.0,3
800,glsl javascript typescript,2,0.0,3
801,html javascript yacc,2,0.0,3
802,batchfile makefile nsis python shell,2,0.0,5
803,c java objective-c shell,2,0.0,4
804,c c++ java objective-c shell,2,0.0,5
805,lua perl,2,0.0,2
806,javascript python typescript,2,0.0,3
807,c html python shell,2,0.0,4
808,c# css html,2,0.0,3
809,java smali,2,0.0,2
810,erlang vim script,2,0.0,3
811,dockerfile makefile python shell vim script,2,0.0,6
812,css html jupyter notebook python,2,0.0,5
813,css html jupyter notebook python shell,2,0.0,6
814,c c++ powershell,2,0.0,3
815,css go java javascript shell,2,0.0,5
816,c c++ objective-c objective-c++ ruby,2,0.0,5
817,html javascript makefile typescript,2,0.0,4
818,c m4 perl shell,2,0.0,4
819,emacs lisp python shell,2,0.0,4
820,c html python ruby shell,2,0.0,5
821,javascript makefile php,2,0.0,3
822,assembly c makefile objective-c,2,0.0,4
823,c makefile roff shell vim script,2,0.0,6
824,go html javascript makefile,2,0.0,4
825,dockerfile haskell shell,2,0.0,3
826,c++ cmake html makefile,2,0.0,4
827,go html javascript python,2,0.0,4
828,c# c++ java javascript,2,0.0,4
829,c cuda,2,0.0,2
830,c yacc,2,0.0,2
831,c m4 perl python,2,0.0,4
832,c# c++ javascript,2,0.0,3
833,c# c++ html javascript,2,0.0,4
834,c c++ css javascript python,2,0.0,5
835,css html java javascript typescript,2,0.0,5
836,coffeescript css javascript python,2,0.0,4
837,css html javascript python vue,2,0.0,5
838,c++ php,2,0.0,2
839,batchfile css html javascript python,2,0.0,5
840,c++ java makefile shell,2,0.0,4
841,c++ cmake java makefile shell,2,0.0,5
842,batchfile java python scala shell,2,0.0,5
843,dockerfile javascript perl shell,2,0.0,4
844,elixir javascript,2,0.0,2
845,css elixir html javascript,2,0.0,4
846,batchfile shell vim script,2,0.0,4
847,html vim script,2,0.0,3
848,c c++ java python shell,2,0.0,5
849,batchfile php,2,0.0,2
850,c++ java python rust,2,0.0,4
851,css go python,2,0.0,3
852,c shell swift,2,0.0,3
853,batchfile makefile shell,2,0.0,3
854,c objective-c roff,2,0.0,3
855,c objective-c roff ruby,2,0.0,4
856,c objective-c roff ruby swift,2,0.0,5
857,coffeescript html javascript shell,2,0.0,4
858,css html python typescript,2,0.0,4
859,css java tsql,2,0.0,3
860,c css java,2,0.0,3
861,css java scala,2,0.0,3
862,groovy java python,2,0.0,3
863,python scala shell,2,0.0,3
864,assembly c c++ objective-c perl,2,0.0,5
865,batchfile html javascript,2,0.0,3
866,css freemarker java,2,0.0,3
867,go vim script,2,0.0,3
868,c# inno setup pascal,2,0.0,4
869,c lua python,2,0.0,3
870,c python shell vim script,2,0.0,5
871,c++ cmake objective-c++,2,0.0,3
872,c objective-c objective-c++ ruby,2,0.0,4
873,css html liquid ruby shell,2,0.0,5
874,c++ java kotlin,2,0.0,3
875,css javascript smarty,2,0.0,3
876,c++ cmake objective-c++ python,2,0.0,4
877,html javascript php vue,2,0.0,4
878,c javascript roff,2,0.0,3
879,c objective-c python shell,2,0.0,4
880,python saltstack shell,2,0.0,3
881,dockerfile powershell python shell,2,0.0,4
882,c c++ cmake javascript objective-c++,2,0.0,5
883,go html javascript shell,2,0.0,4
884,java javascript tsql,2,0.0,3
885,dockerfile php ruby shell,2,0.0,4
886,css java typescript,2,0.0,3
887,css go html ruby shell,2,0.0,5
888,objective-c objective-c++ python,2,0.0,3
889,css html java javascript kotlin,2,0.0,5
890,dockerfile go python shell,2,0.0,4
891,dockerfile go makefile python shell,2,0.0,5
892,c++ cmake python qml,2,0.0,4
893,go java,2,0.0,2
894,c++ go,2,0.0,2
895,c++ go shell,2,0.0,3
896,javascript tsql,2,0.0,2
897,css gherkin javascript ruby,2,0.0,4
898,c++ go java javascript,2,0.0,4
899,c++ go java javascript python,2,0.0,5
900,html javascript smarty,2,0.0,3
901,c html lua,2,0.0,3
902,c c++ html lua makefile,2,0.0,5
903,c c++ javascript objective-c python,2,0.0,5
904,gherkin python shell,2,0.0,3
905,javascript makefile python shell,2,0.0,4
906,c++ cmake html javascript python,2,0.0,5
907,go roff,2,0.0,2
908,go roff shell,2,0.0,3
909,go makefile yacc,2,0.0,3
910,java javascript vue,2,0.0,3
911,c c# java,2,0.0,3
912,clojure html java shell,2,0.0,4
913,c objective-c rich text format,2,0.0,5
914,assembly c java,2,0.0,3
915,c# css java javascript,2,0.0,4
916,c# css java javascript smalltalk,2,0.0,5
917,c# css html javascript shell,2,0.0,5
918,css html javascript python tsql,2,0.0,5
919,dockerfile python ruby,2,0.0,3
920,c c++ roff,2,0.0,3
921,c c++ roff shell,2,0.0,4
922,c c++ m4 perl,2,0.0,4
923,batchfile scala shell,2,0.0,3
924,assembly c c++ cmake python,2,0.0,5
925,elm go,2,0.0,2
926,nix python shell,2,0.0,3
927,coffeescript javascript shell typescript,2,0.0,4
928,batchfile c# c++,2,0.0,3
929,batchfile css javascript,2,0.0,3
930,java jupyter notebook python,2,0.0,4
931,css html java scala,2,0.0,4
932,go java javascript,2,0.0,3
933,c# java php,2,0.0,3
934,c c++ makefile ruby shell,2,0.0,5
935,assembly c c# c++,2,0.0,4
936,c html ruby,2,0.0,3
937,javascript tex,2,0.0,2
938,groovy java kotlin scala shell,2,0.0,5
939,css php python,2,0.0,3
940,c m4 objective-c python,2,0.0,4
941,c++ cmake javascript python,2,0.0,4
942,css dockerfile hack javascript php,2,0.0,5
943,html javascript scala shell,2,0.0,4
944,c# powershell xslt,2,0.0,3
945,makefile python vim script,2,0.0,4
946,assembly c python shell,2,0.0,4
947,html python rust shell,2,0.0,4
948,batchfile go,2,0.0,2
949,c++ cmake makefile shell,2,0.0,4
950,c# powershell ruby,2,0.0,3
951,c php smarty,2,0.0,3
952,html javascript ruby typescript,2,0.0,4
953,java plpgsql,2,0.0,2
954,java scala typescript,2,0.0,3
955,css shell vim script,2,0.0,4
956,c go makefile shell,2,0.0,4
957,c dockerfile go makefile shell,2,0.0,5
958,go python ruby shell,2,0.0,4
959,assembly c++ cmake python shell,2,0.0,5
960,c++ m4 shell,2,0.0,3
961,c++ m4 makefile shell,2,0.0,4
962,html javascript python tex,2,0.0,4
963,css html javascript tsql,2,0.0,4
964,c c++ makefile objective-c objective-c++,2,0.0,5
965,java kotlin python,2,0.0,3
966,html java kotlin python,2,0.0,4
967,dockerfile javascript shell typescript,2,0.0,4
968,c c++ java ruby,2,0.0,4
969,c shell tcl,2,0.0,3
970,c m4 shell tcl,2,0.0,4
971,c m4 makefile shell tcl,2,0.0,5
972,assembly c html php,2,0.0,4
973,css java ruby shell,2,0.0,4
974,makefile objective-c,2,0.0,2
975,batchfile c# powershell xslt,2,0.0,4
976,assembly c c++ objective-c roff,2,0.0,5
977,javascript scala shell,2,0.0,3
978,c c++ go,2,0.0,3
979,emacs lisp ruby,2,0.0,3
980,python smarty,2,0.0,2
981,c c++ cmake lua shell,2,0.0,5
982,c c++ lua python,2,0.0,4
983,c c++ lua python shell,2,0.0,5
984,html javascript nsis python shell,2,0.0,5
985,c html objective-c ruby,2,0.0,4
986,c css html objective-c ruby,2,0.0,5
987,clojure css javascript shell,2,0.0,4
988,css go html,2,0.0,3
989,css html javascript r,2,0.0,4
990,c c++ java javascript python,2,0.0,5
991,html java javascript python shell,2,0.0,5
992,html jupyter notebook,2,0.0,3
993,css html javascript perl ruby,2,0.0,5
994,c coq,2,0.0,2
995,c coq python,2,0.0,3
996,html shell tex,2,0.0,3
997,batchfile c java shell,2,0.0,4
998,python shell vim script vim snippet,2,0.0,6
999,go javascript vue,2,0.0,3
1000,c html objective-c ruby swift,2,0.0,5
1001,actionscript css html javascript php,2,0.0,5
1002,c++ cmake objective-c,2,0.0,3
1003,c c++ cmake html objective-c,2,0.0,5
1004,c# rich text format,2,0.0,4
1005,c# f# rich text format,2,0.0,5
1006,c makefile python roff,2,0.0,4
1007,batchfile makefile powershell python shell,2,0.0,5
1008,javascript objective-c ruby,2,0.0,3
1009,c++ html jupyter notebook python,2,0.0,5
1010,ocaml shell,2,0.0,2
1011,html javascript powershell ruby shell,2,0.0,5
1012,css javascript makefile typescript,2,0.0,4
1013,c ruby swift,2,0.0,3
1014,c m4 roff,2,0.0,3
1015,jupyter notebook matlab python,2,0.0,4
1016,javascript jupyter notebook python shell,2,0.0,5
1017,makefile nsis python,2,0.0,3
1018,makefile nsis python shell,2,0.0,4
1019,css html python ruby,2,0.0,4
1020,c c++ go python,2,0.0,4
1021,php python shell smarty,2,0.0,4
1022,ruby shell vim script,2,0.0,4
1023,c c++ lua makefile shell,2,0.0,5
1024,css ruby shell,2,0.0,3
1025,roff ruby shell,2,0.0,3
1026,go python shell tsql,2,0.0,4
1027,pascal php shell,2,0.0,3
1028,batchfile css html javascript,2,0.0,4
1029,php ruby,2,0.0,2
1030,c c# c++ powershell rich text format,2,0.0,7
1031,c++ cmake perl python shell,2,0.0,5
1032,haskell nix,2,0.0,2
1033,batchfile c# f#,2,0.0,3
1034,c c# c++ nsis,2,0.0,4
1035,c c# c++ nsis objective-c,2,0.0,5
1036,r rebol,2,0.0,2
1037,c# pascal powershell,2,0.0,3
1038,c c++ python ragel,2,0.0,4
1039,c c++ lua makefile objective-c,2,0.0,5
1040,batchfile c# makefile,2,0.0,3
1041,dockerfile perl shell,2,0.0,3
1042,c c++ java javascript objective-c,2,0.0,5
1043,c# html javascript powershell shell,2,0.0,5
1044,css html makefile,2,0.0,3
1045,c# objective-c,2,0.0,2
1046,clojure css javascript,2,0.0,3
1047,coffeescript makefile,2,0.0,2
1048,groovy kotlin,2,0.0,2
1049,c c++ java objective-c ruby,2,0.0,5
1050,java makefile,2,0.0,2
1051,java makefile scala shell,2,0.0,4
1052,c cmake lua shell,2,0.0,4
1053,c cmake lua makefile shell,2,0.0,5
1054,javascript objective-c shell,2,0.0,3
1055,javascript objective-c ruby shell,2,0.0,4
1056,java kotlin swift,2,0.0,3
1057,c c++ perl shell,2,0.0,4
1058,java javascript scala,2,0.0,3
1059,c++ css html javascript python,2,0.0,5
1060,objective-c rich text format ruby,2,0.0,5
1061,java kotlin python shell,2,0.0,4
1062,assembly c c++ html python,2,0.0,5
1063,c++ python qmake,2,0.0,3
1064,batchfile css html java javascript,2,0.0,5
1065,batchfile css html javascript typescript,2,0.0,5
1066,emacs lisp tex,2,0.0,3
1067,emacs lisp makefile tex,2,0.0,4
1068,c c++ lua objective-c,2,0.0,4
1069,css groovy java,2,0.0,3
1070,c c++ cmake glsl,2,0.0,4
1071,javascript rust,2,0.0,2
1072,html jupyter notebook python shell,2,0.0,5
1073,c css,2,0.0,2
1074,c css html objective-c,2,0.0,4
1075,c css html objective-c shell,2,0.0,5
1076,go hcl,2,0.0,2
1077,c c++ html shell,2,0.0,4
1078,c++ m4 makefile,2,0.0,3
1079,html mako python,2,0.0,3
1080,c++ javascript shell,2,0.0,3
1081,html rich text format,2,0.0,4
1082,html python rich text format shell,2,0.0,6
1083,html roff ruby shell,2,0.0,4
1084,coffeescript css html python,2,0.0,4
1085,c c++ javascript makefile python,2,0.0,5
1086,coffeescript css html javascript php,2,0.0,5
1087,c++ cmake html makefile python,2,0.0,5
1088,common lisp makefile,2,0.0,3
1089,c c++ html objective-c objective-c++,2,0.0,5
1090,css haskell,2,0.0,2
1091,antlr java python,2,0.0,3
1092,css html javascript ruby smarty,2,0.0,5
1093,c c++ inno setup objective-c,2,0.0,5
1094,batchfile java scala shell,2,0.0,4
1095,makefile objective-c ruby swift,2,0.0,4
1096,coffeescript javascript typescript,2,0.0,3
1097,c++ cmake cuda python shell,2,0.0,5
1098,c java kotlin,2,0.0,3
1099,css html javascript jupyter notebook python,2,0.0,6
1100,groovy html,2,0.0,2
1101,glsl rust,2,0.0,2
1102,c meson python,2,0.0,3
1103,c cmake makefile shell,2,0.0,4
1104,c c++ objective-c perl python,2,0.0,5
1105,c# html powershell shell,2,0.0,4
1106,c c++ m4 objective-c python,2,0.0,5
1107,css gherkin html javascript php,2,0.0,5
1108,css dockerfile javascript php,2,0.0,4
1109,c go objective-c,2,0.0,3
1110,c c++ cmake html shell,2,0.0,5
1111,c html objective-c rich text format swift,2,0.0,7
1112,c c++ jupyter notebook python,2,0.0,5
1113,c# javascript typescript,2,0.0,3
1114,html java shell xslt,2,0.0,4
1115,java logos shell,2,0.0,3
1116,c c++ html python,2,0.0,4
1117,makefile ruby swift,2,0.0,3
1118,css html javascript rich text format,2,0.0,6
1119,scala shell tsql,2,0.0,3
1120,css html javascript tex,2,0.0,4
1121,lua moonscript,2,0.0,2
1122,lua moonscript shell,2,0.0,3
1123,lua makefile moonscript shell,2,0.0,4
1124,c# f# visual basic .net,2,0.0,5
1125,javascript livescript,2,0.0,2
1126,css javascript livescript,2,0.0,3
1127,css html javascript livescript,2,0.0,4
1128,c# html python,2,0.0,3
1129,c c# html python,2,0.0,4
1130,html roff ruby,2,0.0,3
1131,dockerfile makefile php shell,2,0.0,4
1132,makefile shell vim script,2,0.0,4
1133,makefile python shell vim script,2,0.0,5
1134,groovy java scala,2,0.0,3
1135,groovy java scala shell,2,0.0,4
1136,makefile objective-c ruby,2,0.0,3
1137,c c++ python qmake shell,2,0.0,5
1138,css html javascript php xslt,2,0.0,5
1139,coffeescript css shell,2,0.0,3
1140,java kotlin ruby,2,0.0,3
1141,css makefile php shell,2,0.0,4
1142,c r,2,0.0,2
1143,batchfile c++ cmake shell,2,0.0,4
1144,c glsl python,2,0.0,3
1145,c glsl makefile python,2,0.0,4
1146,c lua makefile shell,2,0.0,4
1147,c++ html java python,2,0.0,4
1148,c++ html java javascript python,2,0.0,5
1149,css html php tsql,2,0.0,4
1150,assembly c c++ html,2,0.0,4
1151,css dockerfile html javascript makefile,2,0.0,5
1152,dockerfile html javascript shell typescript,2,0.0,5
1153,dockerfile html makefile python,2,0.0,4
1154,perl ruby shell vim script,2,0.0,5
1155,assembly c makefile python shell,2,0.0,5
1156,nsis python shell,2,0.0,3
1157,css dockerfile html ruby shell,2,0.0,5
1158,javascript php typescript,2,0.0,3
1159,css javascript php typescript,2,0.0,4
1160,c dockerfile makefile python shell,2,0.0,5
1161,c++ xslt,2,0.0,2
1162,java lua,2,0.0,2
1163,c c++ objective-c ruby,2,0.0,4
1164,c c++ cmake objective-c ruby,2,0.0,5
1165,c c++ rust,2,0.0,3
1166,html java javascript tsql,2,0.0,4
1167,css javascript scala,2,0.0,3
1168,batchfile java,2,0.0,2
1169,batchfile html javascript python shell,2,0.0,5
1170,c# visual basic,2,0.0,3
1171,dockerfile go html makefile,2,0.0,4
1172,c dockerfile python shell,2,0.0,4
1173,clojure java shell,2,0.0,3
1174,c perl python,2,0.0,3
1175,c javascript ruby,2,0.0,3
1176,c html javascript ruby,2,0.0,4
1177,c css python,2,0.0,3
1178,c css makefile python shell,2,0.0,5
1179,html javascript xslt,2,0.0,3
1180,c c# html,2,0.0,3
1181,assembly c c++ objective-c python,2,0.0,5
1182,coffeescript html javascript makefile,2,0.0,4
1183,c++ java shell,2,0.0,3
1184,javascript jupyter notebook,2,0.0,3
1185,python tsql,2,0.0,2
1186,java lex,2,0.0,2
1187,c c++ java makefile shell,2,0.0,5
1188,c c++ cmake glsl python,2,0.0,5
1189,batchfile html java javascript typescript,2,0.0,5
1190,css html r,2,0.0,3
1191,css html r tex,2,0.0,4
1192,go html ruby shell,2,0.0,4
1193,batchfile html java xslt,2,0.0,4
1194,batchfile c c++ python,2,0.0,4
1195,assembly c roff,2,0.0,3
1196,c# f# shell,2,0.0,3
1197,batchfile c# f# shell,2,0.0,4
1198,css javascript perl,2,0.0,3
1199,c# powershell shell smalltalk,2,0.0,4
1200,glsl html javascript python,2,0.0,4
1201,css glsl html javascript python,2,0.0,5
1202,elixir shell,2,0.0,2
1203,c css python shell,2,0.0,4
1204,html javascript logos ruby,2,0.0,4
1205,c erlang makefile,2,0.0,3
1206,html php xslt,2,0.0,3
1207,python roff shell tsql,2,0.0,4
1208,c++ html java,2,0.0,3
1209,c# plpgsql tsql,2,0.0,3
1210,css html java javascript objective-c,2,0.0,5
1211,erlang html makefile shell,2,0.0,4
1212,shell typescript,2,0.0,2
1213,makefile python roff shell,2,0.0,4
1214,c c++ cmake pawn,2,0.0,4
1215,plpgsql ruby,2,0.0,2
1216,plpgsql ruby tsql,2,0.0,3
1217,c# python shell,2,0.0,3
1218,html java javascript scala shell,2,0.0,5
1219,css html javascript objective-c swift,2,0.0,5
1220,emacs lisp gherkin,2,0.0,3
1221,emacs lisp gherkin ruby,2,0.0,4
1222,emacs lisp gherkin ruby shell,2,0.0,5
1223,assembly c c++ html java,2,0.0,5
1224,c c++ cmake lua python,2,0.0,5
1225,c# plpgsql,2,0.0,2
1226,go smarty,2,0.0,2
1227,python rust shell,2,0.0,3
1228,dockerfile rust shell,2,0.0,3
1229,go perl,2,0.0,2
1230,php xslt,2,0.0,2
1231,assembly c c++ java,2,0.0,4
1232,python xslt,2,0.0,2
1233,assembly c m4,2,0.0,3
1234,assembly c m4 shell,2,0.0,4
1235,applescript shell vim script,2,0.0,4
1236,c haskell shell,2,0.0,3
1237,css dockerfile html php,2,0.0,4
1238,emacs lisp yasnippet,2,0.0,3
1239,c c++ cmake emacs lisp,2,0.0,5
1240,html java php shell,2,0.0,4
1241,css html tex,2,0.0,3
1242,jupyter notebook makefile python tex,2,0.0,5
1243,css elixir html,2,0.0,3
1244,java tex,2,0.0,2
1245,c c# c++ powershell,2,0.0,4
1246,batchfile c c# c++ powershell,2,0.0,5
1247,batchfile c++ cmake makefile,2,0.0,4
1248,batchfile c++ cmake makefile python,2,0.0,5
1249,css javascript vim script,2,0.0,4
1250,glsl javascript,2,0.0,2
1251,c objective-c perl,2,0.0,3
1252,mako python,2,0.0,2
1253,c c++ java shell,2,0.0,4
1254,c# plpgsql plsql,2,0.0,3
1255,c c++ javascript lua,2,0.0,4
1256,c java makefile shell,2,0.0,4
1257,c++ cmake perl,2,0.0,3
1258,batchfile c c++ cmake javascript,2,0.0,5
1259,c c++ java objective-c python,2,0.0,5
1260,shell tex,2,0.0,2
1261,html java javascript ruby scala,2,0.0,5
1262,javascript python vue,2,0.0,3
1263,html javascript python vue,2,0.0,4
1264,freemarker java javascript,2,0.0,3
1265,c dockerfile shell,2,0.0,3
1266,perl ruby shell,2,0.0,3
1267,dockerfile html makefile python shell,2,0.0,5
1268,objective-c objective-c++ shell swift,2,0.0,4
1269,erlang javascript,2,0.0,2
1270,c m4 php shell,2,0.0,4
1271,c c++ cmake python ruby,2,0.0,5
1272,css html php smarty,2,0.0,4
1273,html javascript scala,2,0.0,3
1274,c++ dockerfile go shell,2,0.0,4
1275,c c++ dockerfile go shell,2,0.0,5
1276,c++ javascript qmake,2,0.0,3
1277,c html matlab,2,0.0,3
1278,batchfile java kotlin shell,2,0.0,4
1279,html python vim script,2,0.0,4
1280,css groovy java javascript tsql,2,0.0,5
1281,c++ glsl python,2,0.0,3
1282,c powershell python,2,0.0,3
1283,c makefile powershell python,2,0.0,4
1284,python yara,2,0.0,2
1285,c++ cmake roff,2,0.0,3
1286,dockerfile html shell,2,0.0,3
1287,c c++ css php shell,2,0.0,5
1288,dockerfile makefile python ruby shell,2,0.0,5
1289,go shell tsql,2,0.0,3
1290,c matlab,2,0.0,2
1291,c cmake m4 roff,2,0.0,4
1292,c c++ makefile objective-c roff,2,0.0,5
1293,css html java ruby shell,2,0.0,5
1294,c python yacc,2,0.0,3
1295,c lex python yacc,2,0.0,4
1296,c lex makefile python yacc,2,0.0,5
1297,batchfile c powershell python,2,0.0,4
1298,c# css html javascript powershell,2,0.0,5
1299,c c++ javascript php,2,0.0,4
1300,css gherkin html javascript python,2,0.0,5
1301,clojure css html,2,0.0,3
1302,css dockerfile python shell,2,0.0,4
1303,css go html javascript makefile,2,0.0,5
1304,c dockerfile ruby shell,2,0.0,4
1305,css html javascript postscript python,2,0.0,5
1306,c c++ m4 makefile objective-c,2,0.0,5
1307,emacs lisp javascript makefile,2,0.0,4
1308,c m4 makefile roff,2,0.0,4
1309,c c++ m4 makefile roff,2,0.0,5
1310,html r,2,0.0,2
1311,c common lisp,2,0.0,3
1312,c c++ makefile objective-c python,2,0.0,5
1313,javascript ruby shell,2,0.0,3
1314,assembly c html makefile php,2,0.0,5
1315,c c++ ragel,2,0.0,3
1316,html javascript plpgsql ruby,2,0.0,4
1317,css html javascript plpgsql ruby,2,0.0,5
1318,c++ cmake m4 makefile,2,0.0,4
1319,c++ cmake m4 makefile shell,2,0.0,5
1320,css javascript php python,2,0.0,4
1321,c c++ rich text format,2,0.0,5
1322,c# hlsl shaderlab,2,0.0,3
1323,perl php python shell,2,0.0,4
1324,batchfile c c++,2,0.0,3
1325,batchfile c c++ makefile shell,2,0.0,5
1326,freemarker html java javascript,2,0.0,4
1327,batchfile c# css html javascript,2,0.0,5
1328,c# css javascript tsql,2,0.0,4
1329,c m4 makefile python,2,0.0,4
1330,c c++ java makefile,2,0.0,4
1331,c plpgsql tsql,2,0.0,3
1332,dockerfile javascript python shell,2,0.0,4
1333,html java rich text format,2,0.0,5
1334,c c++ cuda makefile,2,0.0,4
1335,html java javascript roff,2,0.0,4
1336,css html java javascript roff,2,0.0,5
1337,c# c++ powershell,2,0.0,3
1338,f# shell,2,0.0,2
1339,css html java python,2,0.0,4
1340,actionscript css javascript php,2,0.0,4
1341,c haskell python shell,2,0.0,4
1342,coffeescript css javascript ruby shell,2,0.0,5
1343,c m4 makefile objective-c shell,2,0.0,5
1344,lua python shell,2,0.0,3
1345,c++ m4 python shell,2,0.0,4
1346,c++ m4 makefile python shell,2,0.0,5
1347,c css php,2,0.0,3
1348,batchfile c# powershell smalltalk,2,0.0,4
1349,clojure emacs lisp,2,0.0,3
1350,cmake python shell,2,0.0,3
